Yoruba/yo_ng_female/yof_06136_00616155826.wav|Lọ fá irun rẹ kó tó wù.
Yoruba/yo_ng_female/yof_04310_00085429033.wav|Ìbọn ló bàá l’ẹ́sẹ̀.
Yoruba/yo_ng_female/yof_03397_01216055225.wav|Ọwọ́ mi ni kẹ́ẹ wò.
Yoruba/yo_ng_female/yof_07505_02087322100.wav|Òṣogbo ni wọ́n ti gbé àgbò náà bọ̀.
Yoruba/yo_ng_female/yof_09697_00825605999.wav|Ọ̀rúnmìlà nìkan ló gbọ́ ohùn ẹnu Olódùmarè yékéyéke.
Yoruba/yo_ng_female/yof_00295_01406524313.wav|Gbénró ló pe ẹjọ́ kòtẹ́milọ́rùn.
Yoruba/yo_ng_female/yof_02484_00830544591.wav|Bí babaláwo náà ṣẹ̀ gba ibẹ̀ kọjá ni.
Yoruba/yo_ng_female/yof_06136_01270915354.wav|Ọmọ bàba olówó ni mí.
Yoruba/yo_ng_female/yof_07049_01792666927.wav|Abẹ́ igi Ọ̀dán ni wọ́n ti máa ń sábà pa ààlọ́.
Yoruba/yo_ng_female/yof_01208_00289556156.wav|Ilẹ̀kùn yàrá Tádé ti bàjẹ́.
Yoruba/yo_ng_female/yof_03034_00305234805.wav|Òǹkà Yorùbá ni mo kọ́ àwọn ènìyàn níbi ìpàdé àná.
Yoruba/yo_ng_female/yof_03397_01318934933.wav|Désọ́lá lọ wẹ̀ lódò.
Yoruba/yo_ng_female/yof_08784_00690046189.wav|Bàbá àgbà, ṣé ẹ ti jí?
Yoruba/yo_ng_female/yof_02484_01358389254.wav|Bísí jẹ́ ìyàwó kejì.
Yoruba/yo_ng_female/yof_02121_00956906502.wav|Àwọn Yorùbá kò fi ọwọ́ yẹpẹrẹ mú ọrọ ọmọ bíbí láwùjọ.
Yoruba/yo_ng_female/yof_06136_00347347264.wav|Ẹlẹ́nu bótobòto, a ó ma wírú yó ma wírù.
Yoruba/yo_ng_female/yof_07508_00536283870.wav|Mú aṣọ kúrò nílẹ̀.
Yoruba/yo_ng_female/yof_03349_00295894179.wav|Wọ́n so ẹran mọ́ ‘lẹ̀ lọ́jọ́ iléyá.
Yoruba/yo_ng_female/yof_09334_00469431050.wav|Ikú Olóògbé Dúró Ládiípọ̀ dun gbogbo ìlú.
Yoruba/yo_ng_female/yof_00610_01581194420.wav|Arómáṣọdún bímọ ọkùnrin làǹtilanti.
Yoruba/yo_ng_female/yof_07505_00130217514.wav|Òwe lẹ ó máa pa, ẹ ò ní pànìyàn.
Yoruba/yo_ng_female/yof_01208_01363759623.wav|Àpò ṣaka ni wọ́n kó gbogbo ẹrù wọn sí nígbà tí wọ́n lọ sí ìrìn àjò náà.
Yoruba/yo_ng_female/yof_08784_01357406601.wav|Ẹranko ti Jíbádé fẹ́ràn jù ni akọ ajá.
Yoruba/yo_ng_female/yof_08421_01121475027.wav|Kí a máa dán ìgbàgbọ́ wa wò.
Yoruba/yo_ng_female/yof_06136_00845245042.wav|Wọ́n mú ọmọ náà ṣeré.
Yoruba/yo_ng_female/yof_09334_02140860801.wav|Àwàdà ni a fi bẹ̀rẹ̀ ọ̀rọ̀ náà.
Yoruba/yo_ng_female/yof_08421_00541566668.wav|Ẹnikẹ́ni tí ìwọ́ bá ní ipá láti ṣe ìrànlọ́wọ́ fún òun ni ẹnìkejì re.
Yoruba/yo_ng_female/yof_02121_00430575678.wav|Láfún ni a jẹ.
Yoruba/yo_ng_female/yof_05223_01265600293.wav|Mo ra ìwé mẹ́ta níbẹ̀.
Yoruba/yo_ng_female/yof_07508_02028350467.wav|Ìsọkúsọ Àmọ́dù ti pọ̀ jù.
Yoruba/yo_ng_female/yof_03397_01872041694.wav|Kí ló dé tò ń pè mí lánàá?
Yoruba/yo_ng_female/yof_07505_00786155626.wav|Orí àdògán ni wọ́n ti ń rokà.
Yoruba/yo_ng_female/yof_03349_00647645032.wav|Òòrùn ò tíì wọ̀ tán.
Yoruba/yo_ng_female/yof_00295_01218799887.wav|Kí ló dé tí àwọn kan ma ń bínú tí wọ́n bá̀ ṣàpèjúwe wọn gẹ́gẹ́ bí i è̀nìyàn sísanra?
Yoruba/yo_ng_female/yof_00610_01629839776.wav|Mo ní’fẹ̀ẹ́ bí o ṣe máa ń rẹ́rìn-ín.
Yoruba/yo_ng_female/yof_09697_00051282220.wav|Mo fẹ́ ra ẹyin bíbọ̀.
Yoruba/yo_ng_female/yof_08784_00262412228.wav|Ilé epo náà tóbi, ẹ̀bá ọ̀nà ló wà.
Yoruba/yo_ng_female/yof_09697_00541693597.wav|Owó ni kókó o.
Yoruba/yo_ng_female/yof_02484_00918570975.wav|Ojúbọ òrìṣà ni owó náà wà.
Yoruba/yo_ng_female/yof_06136_02111299993.wav|Àdúrà gbogbo òbí ni kí ọmọ wọ́n ṣ’oríire.
Yoruba/yo_ng_female/yof_07508_00372321037.wav|Ra ọtí tàbí ẹmu fún wa.
Yoruba/yo_ng_female/yof_05223_00729229036.wav|Yòrùbá bọ̀ wọ́n ní, “Kò sí bí a ó ṣe se ebòlò tí kò ní rungbẹ́.”
Yoruba/yo_ng_female/yof_07049_00005976462.wav|Kò ye ká máa sọ̀rọ̀ ṣàkàṣàkà torí a ò mọ ẹni tó lè ranni lọ́wọ́.
Yoruba/yo_ng_female/yof_03397_01766137260.wav|Kò rí oorun sùn lálẹ́ àná; èyí múu bínú.
Yoruba/yo_ng_female/yof_01208_00465594715.wav|Ọ̀gọ̀njọ́ òru ni àwọn eléyi tún pariwo.
Yoruba/yo_ng_female/yof_08784_00954030997.wav|Ó ti jẹ gbèsè púpọ̀.
Yoruba/yo_ng_female/yof_03034_01273576086.wav|Mọ fẹ́ràn ẹlẹ́dẹ̀.
Yoruba/yo_ng_female/yof_07049_00780329259.wav|Ó ti sá lọ, ọ̀rọ̀ náà kọjá ohun tí agbára rẹ̀ ká.
Yoruba/yo_ng_female/yof_01208_01820644403.wav|Àdùkẹ́ ti sanra ju ọjọ́ orí rẹ̀ lọ.
Yoruba/yo_ng_female/yof_09697_01619753437.wav|Mi ò nífẹ̀ẹ́ sí àti máa jẹ ìgbá, mo nífẹ ọsàn dípò rẹ̀.
Yoruba/yo_ng_female/yof_06136_01387293319.wav|Ṣe o ti rí ìdí tí kò fi lè tètè ní ọ̀rẹ́kùnrin.
Yoruba/yo_ng_female/yof_03034_01814831512.wav|Ṣé wàá jẹ́ bàbá àwọn ọmọ mi?
Yoruba/yo_ng_female/yof_09334_01280964020.wav|Orí ẹní ni mo sùn mọ́jú.
Yoruba/yo_ng_female/yof_00295_00962828791.wav|Màá máa wá wò yìn nílé láìpẹ́.
Yoruba/yo_ng_female/yof_04310_00972463444.wav|Ọ̀la ni ìsimi ọlọ́jọ́ gbọọrọ máa bẹ̀rẹ̀.
Yoruba/yo_ng_female/yof_00610_01577121951.wav|Ọláwùnmí jẹ́ ẹni tí ó ní ìrẹ̀lẹ́.
Yoruba/yo_ng_female/yof_05223_00056237070.wav|Olórí ilé aṣòfin wà ní agbègbè náà.
Yoruba/yo_ng_female/yof_03397_00200180185.wav|Gbogbo èyí ni mo ti ṣe fún ẹ, ǹjẹ́ ìwọ́ lè ṣe èyí fún mi?
Yoruba/yo_ng_female/yof_08421_00109898102.wav|Kòkòrò ààrùn tí ò gbóògun ti pọ̀ ní ìlú yìí.
Yoruba/yo_ng_female/yof_08421_01272422037.wav|Dọ́kítà sọ pé àwọn oní gbèsè òun ò tí sanwó.
Yoruba/yo_ng_female/yof_06136_01778543902.wav|Bá mi bu omi mímu wá nínu ìkòkò tó wà l'ábàáwọlé.
Yoruba/yo_ng_female/yof_05223_01893825453.wav|Ṣé o wà ní oríi Twitter?
Yoruba/yo_ng_female/yof_00295_01512514976.wav|Bàbá àti màmá ti lọ sí òde òkú àwọn Ṣeun.
Yoruba/yo_ng_female/yof_09334_00731284092.wav|Dáre ni akọ̀wé ẹgbẹ́ akọrin inú ìjọ wa.
Yoruba/yo_ng_female/yof_03349_01957803301.wav|Kò s’ẹ́ni tó mọ Ifá tán.
Yoruba/yo_ng_female/yof_07049_01581353881.wav|A ti gé igi kan lulẹ̀.
Yoruba/yo_ng_female/yof_07508_01068871540.wav|Ìyẹn náà ni pé àwọn ìlú kékèké nínú igbó yìí náà máa ń lo iná ìjọba.
Yoruba/yo_ng_female/yof_07049_00346398042.wav|Ẹyẹlé funfun kìí bí dúdú.
Yoruba/yo_ng_female/yof_07508_01046082859.wav|Ẹranko burúkú kan ló pa àwọn ẹran náà jẹ.
Yoruba/yo_ng_female/yof_06136_00852892464.wav|Mo ò dára nínú eré bọ́ọ̀lù gbígbá.
Yoruba/yo_ng_female/yof_07505_01241206877.wav|Lọ mú àtòrì wá l’ẹ́yìn ilẹ̀kùn.
Yoruba/yo_ng_female/yof_09697_00764365820.wav|Imú ọmọ ìkókó náà dọ̀tí.
Yoruba/yo_ng_female/yof_09697_00110824256.wav|Ìsàlè àpótí ni màmá máa ń kó àwọn aṣọ olówó iyebíye wọn sí.
Yoruba/yo_ng_female/yof_02436_00390279056.wav|Ilé ìfowópamọ́ yapa nì agbègbè Adéọlá Ọdẹ́kù.
Yoruba/yo_ng_female/yof_00295_01557845803.wav|Ìdíje ńlá gbáà ni àwọn ẹgbẹ ọdẹ ń fi Ìrèmọ̀jé Ògún ṣe.
Yoruba/yo_ng_female/yof_03349_01003076462.wav|Nígbà tí ènìyàn tó burú báyì bá ń ronú kó jáwọ́ nínú ìwà ìbàjẹ́, mélòómélòó ìwọ.
Yoruba/yo_ng_female/yof_07505_00506347447.wav|Àkìtàn ọ̀hún wà níwájú.
Yoruba/yo_ng_female/yof_07049_00531290381.wav|Alágídí l’ọmọ náà, ó fi jọ ẹ̀gbọ́n rẹ̀ ni.
Yoruba/yo_ng_female/yof_01208_00769499782.wav|Èyí já sí pé, gbogbo ìmọ̀ pátá ló ń bẹ nínú ifá.
Yoruba/yo_ng_female/yof_07049_01263861207.wav|Ọ̀la ni ọdún iléyá ní Ìjẹ̀bú Òde.
Yoruba/yo_ng_female/yof_08784_00834464098.wav|Yà sí apá ọ̀tún tí o bá dé Òpópónà Ìṣẹ́ri.
Yoruba/yo_ng_female/yof_07505_01563772970.wav|Àgbàlá Bàbá Fọlákẹ́ ni àwọn ọmọ ti máa ń ṣ’eré ní ìrọ̀lẹ́.
